Shopping,Bought cable protector.
Food & Drink,Bought laddo.
Gift & Donation,Send to gogo.
Business,Bought fingerprint scanner & other hardware.
Food & Drink,Had chowmean.
Food & Drink,Bought fish.
Food & Drink,Had tea.
Transport,Fulled bike.
Food & Drink,Had cold drink.
Food & Drink,Had tea & biscuits.
Grocery,Bought paneer & biscuit.
Food & Drink,Had drink.
Business,Bought superglue.
Business,Bought 4x4 box and switch.
Food & Drink,Had tea for snacks.
Shopping,Bought bike accessories & other misc items.
Shopping,Bought intercom.
Food & Drink,Bought cold drink.
Food & Drink,Bought ice cream.
Gift & Donation,Bought tie.
Services,Sued tank cover.
Shopping,Bought chain lube.
Shopping,Bought hooks.
Grocery,Bought tooth brush & cookies.
Services,Cleaned bike.
Grocery,Bought tissue paper.
Food & Drink,Had tea & snacks.
Transport,Fulled bike.
Food & Drink,Had tea.
Shopping,Bought dhoop.
Food & Drink,Bought mutton roll.
Food & Drink,Had tea.
Food & Drink,Had chaat.
Grocery,Bought eggs.
Food & Drink,Had paratha.
Grocery,Bought milk.
Transport,Fuelled bike.
Business,Bought fingerprint scanner & esp32.
Grocery,Bought mustard oil.
Services,Paid for photo copy.
Services,Paid for birth certificate.
Recurring,Recharged sim.
Services,Paid for documentation work.
Services,Paid for aadhaar card appointment.
Services,Paid for documentation.
Transport,Paid chalan.
Transport,Fuled bike.
Grocery,Bought bananas.
Grocery,Bought milk & paneer.
Shopping,Bought hair & beard serum.
Food & Drink,Had curd.
Food & Drink,Bought cake & paratha.
Food & Drink,Had coffee.
Shopping,Bought dhoop.
Food & Drink,Had sweet.
Food & Drink,Had paratha.
Grocery,Bought noodles & milk.
Recurring,Paid rent to Swapna Neer.
Shopping,Bought bike bag + GST as EMI.
Recurring,Paid professional tax.
Food & Drink,Had tea & biscuit.
Grocery,Bought salt & chips.
Grocery,Bought paneer.
Business,Bought adapter, sd card & super glue.
Food & Drink,Bought rooti sabzi.
Grocery,Bought milk.
Food & Drink,Had coke.
Food & Drink,Bought khurma.
Food & Drink,Had momos.
Food & Drink,Had tea & biscuit.
Food & Drink,Bought biriyani.
Food & Drink,Had tea & biscuit.
Recurring,Paid bike loan EMI.
Grocery,Bought milk.
Food & Drink,Bought momos.
Transport,Parking fee.
Food & Drink,Had chops.
Services,Had hair & beard cut.
Grocery,Bought milk.
Gift & Donation,Bought socks for Subin.
Transport,Fuelled bike.
Food & Drink,Had naan chicken.
Grocery,Bought tooth brush & ketchup.
Food & Drink,Bought water bottle.
Transport,Bought bus ticket.
Transport,Came to bus stop.
Business,Renewed domain arghadip.com
Grocery,Bought paneer & milk.
Food & Drink,Had rice.
Grocery,Bought milk.
Food & Drink,Had paneer roll.
Shopping,Bought case for iPhone.
Food & Drink,Had tea.
Transport,Came to office.
Transport,Came to siliguri.
Transport,Came to bus stand.
Gift & Donation,Bought bhujiya for dad.
Food & Drink,Had chicken pakora.
Transport,Came to didi’s.
Transport,Went to jalpaiguri.
Transport,Came to bus station.
Food & Drink,Had tea & biscuits.
Food & Drink,Bought rooti.
Food & Drink,Had tea.
Food & Drink,Had paani poori.
Shopping,Bought pen.
Grocery,Bought spices & paneer.
Medical,Bought condoms.
Food & Drink,Had paneer roll.
Grocery,Bought onion & tomatoes.
Food & Drink,Had rooti.
Food & Drink,Had fried rice.
Food & Drink,Had tea and biscuit.
Food & Drink,Had tea, biscuit & aalo paratha.
Food & Drink,Had tea and biscuits.
Transport,Came to city centre.
Grocery,Bought chicken.
Entertainment,Bought movie tickets.
Grocery,Bought sugar, dates & rice.
Gift & Donation,Bought rose.
Grocery,Bought milk.
Recurring,Recharged SIM.
Food & Drink,Had puri & tea.
Food & Drink,Had naan chicken.
Food & Drink,Had tea & biscuit.
Grocery,Bought milk.
Food & Drink,Had paratha & tea.
Food & Drink,Had tea and bread.
Grocery,Bought eggs.
Transport,Fuled bike.
Grocery,Bought paneer.
Grocery,Bought rice.
Food & Drink,Had tea and bread.
Food & Drink,Had chicken thali.
Grocery,Bought biscuits.
Food & Drink,Had dhosa.
Food & Drink,Bought aalo paratha for saheli.
Services,Had hair & beard cut.
Grocery,Bought biscuits.
Medical,Bought paracetamol.
Medical,both cough syrup.
Grocery,Bought milk.
Shopping,Bought moisture and serum.
Recurring,Paid professional tax.
Grocery,Bought chicken.
Recurring,Paid AirTag debit EMI.
Grocery,Bought paneer.
Recurring,Paid rent to Swapna Neer.
Grocery,Bought milk & paratha.
Services,Cleaned bike.
Recurring,Paid bike loan EMI.
Food & Drink,Had rooti.
Grocery,Bought milk.
Grocery,Bought paneer & bhujiya.
Food & Drink,Had rooti.
Recurring,Paid electricity bill for 40 units.
Grocery,Bought milk.
Recurring,Paid to Apple One family.
Food & Drink,Had chow mein & chiken roll.
Food & Drink,Had naan.
Food & Drink,Bought tea.
Shopping,Bought tank pad & helmet cleaner.
Grocery,Bought breakfast serial.
Shopping,Bought microfibre cloth.
Grocery,Bought dish washing gel, chips & milk.
Food & Drink,Had tea.
Food & Drink,Bought double mint.
Food & Drink,Had chocolate.
Shopping,Bought lip balm.
Recurring,Recharged sim.
Shopping,Bought bike tank belt.
Grocery,Bought milk & paratha.
Food & Drink,Had tea.
Grocery,Bought chilli.
Grocery,Bought sause & bread.
Grocery,Bought chicken.
Grocery,Bought vegetables.
Grocery,Bought milk & paratha.
Services,Cleaned bike.
Transport,Fuled bike.
Medical,Bought protein powder.
Food & Drink,Had rice cake.
Grocery,Bought ghee.
Recurring,Recharged sim.
Food & Drink,Had tea for snacks.
Food & Drink,Had chow mein for dinner.
Food & Drink,Had rice cake.
Food & Drink,Had poori for breakfast.
Food & Drink,Had chiken roll & dumplings.
Entertainment,Bought app store code.
Grocery,Bought milk.
Food & Drink,Had poori & tea.
Food & Drink,Bought sweets.
Shopping,Installed tripper navigation.
Shopping,Bought shoe cleaner.
Food & Drink,Had rice cake.
Services,Fitted fogg lights.
Transport,Came to office & Subin went home.
Transport,Came to Siliguri.
Transport,Came home by toto.
Transport,Came to Maynaguri.
Gift & Donation,Bought fruits for parents.
Shopping,Bought fogg lamps.
Food & Drink,Had biriyani.
Food & Drink,Had rooti & tea.
Shopping,Bought helmet.
Grocery,Bought milk.
Grocery,Bought chicken.
Grocery,Bought rice cakes.
Food & Drink,Had naan for lunch.
Grocery,Bought mint.
Food & Drink,Had tea for snacks.
Grocery,Bought paneer & milk.
Grocery,Bought milk.
Transport,Fuled bike.
Grocery,Bought milk & bread.
Food & Drink,Had egg roll & momo.
Services,Paid for bike cleaning.
Food & Drink,Had rooti for lunch.
Grocery,Bought milk.
Food & Drink,Had chiken naan.
Grocery,Bought milk.
Food & Drink,Had naan for lunch.
Recurring,Paid professional tax.
Services,Paid for pollution test.
Gift & Donation,Paid for cake.
Grocery,Bought milk.
Services,Paid to artist.
Recurring,Paid AirTag debit EMI.
Grocery,Bought milk.
Grocery,Bought vegetables.
Grocery,Bought chicken.
Services,Added L sticker.
Grocery,Bought vegetables.
Services,Paid for bike servicing.
Transport,Came to office from service centre.
Recurring,Paid to Apple One family.
Recurring,Paid electricity bill for 15 units.
Recurring,Paid rent to Swapna Neer.
Food & Drink,Had momos.
Food & Drink,Had egg roll.
Food & Drink,Bought biriyani.
Grocery,Bought milk.
Grocery,Bought rooti.
Food & Drink,Had tea.
Shopping,Bought riding gear.
Food & Drink,Had apple juice.
Grocery,Bought vegetables.
Grocery,Bought chicken.
Food & Drink,Bought egg curry.
Food & Drink,Had tea.
Grocery,Bought apple juice.
Food & Drink,Had juice.
Grocery,Bought apples.
Shopping,Bought socks & net.
Food & Drink,Had tea.
Food & Drink,Had apple juice.
Grocery,Bought biscuits.
Food & Drink,Had tea.
Grocery,Bought water.
Gift & Donation,Bought cake for rahul.
Food & Drink,Bought zomato gold.
Grocery,Bought chips.
Grocery,Bought milk.
Food & Drink,Had ice cream.
Food & Drink,Had tea.
Food & Drink,Had sandwich.
Transport,Fuelled bike.
Food & Drink,Had tea & biscuits.
Grocery,Bought paneer.
Food & Drink,Bought biriyani.
Food & Drink,Had tea.
Food & Drink,Had swwets.
Recurring,Recharged SIM.
Recurring,Recharged number.
Food & Drink,Had tea.
Food & Drink,Had paratha & tea.
Grocery,Bought mutton.
Food & Drink,Had tea.
Recurring,Paid to saheli.
Shopping,Bought swimsuit.
Food & Drink,Had momos.
Services,Had hair cut.
Food & Drink,Had apple juice.
Food & Drink,Had sandwich and wrap.
Transport,Paid for parking.
Grocery,Bought milk & bread.
Food & Drink,Had cold drink.
Food & Drink,Had egg roll.
Entertainment,Bought movie ticket.
Transport,Paid for parking.
Food & Drink,Bought egg roll.
Food & Drink,Had sandwich & tea.
Food & Drink,Had paratha.
Business,Printed aadhaar card.
Gift & Donation,Bought surgical cap.
Food & Drink,Had aalo paratha for lunch.
Transport,Fuled bike.
Food & Drink,Had dumplings for snacks.
Food & Drink,Had naan & chicken for lunch.
Food & Drink,Had biriyani for dinner.
Food & Drink,Had tea for snacks.
Recurring,Ported to BSNL.
Food & Drink,Had naan for lunch.
Grocery,Bought milk & chocolate.
Food & Drink,Bought cake.
Gift & Donation,Bought flowers.
Food & Drink,Had egg rolls for dinner.
Food & Drink,Had tea for snacks.
Food & Drink,Bought dumplings for Saheli.
Food & Drink,Had chocolate for dessert.
Grocery,Bought paratha pack.
Business,Bought superglue.
Food & Drink,Bought egg roll for nephew.
Food & Drink,Had ice cream.
Grocery,bought cake and milk.
Transport,Fuled bike.
Recurring,Recharged jio sim.
Grocery,Bought milk, sugar & chocolate.
Grocery,Bought chicken.
Food & Drink,Had dumplings for dinner.
Shopping,Bought bike gloves.
Food & Drink,Had biriyani for lunch.
Shopping,Bought brackets for bike.
Transport,Refuled bike.
Shopping,Paid for bike teflon coating.
Shopping,Bought bike.
Food & Drink,Had naan for lunch.
Grocery,Bought long, potatoes, onions & milk.
Food & Drink,Had dumplings for snacks.
Food & Drink,Had dhosa & dahi vada for lunch.
Food & Drink,Had tea for snacks.
Grocery,Bought paneer, cake & milk.
Grocery,Bought garlic.
Grocery,Bought eggs.
Recurring,Recharged jio sim.
Grocery,Bought milk.
Gift & Donation,Had hair & beard cut.
Gift & Donation,Bought chocolate for tuhina.
Gift & Donation,Bought cover for didi.
Food & Drink,Had tea for snacks.
Food & Drink,Bought naan tarka.
Grocery,Bought milk & cake.
Grocery,Bought chicken.
Grocery,Bought chillies 
Recurring,Recharged jio sim.
Grocery,Bought detergent & coke.
Entertainment,Bought movie tickets.
Food & Drink,Bought rooti.
Food & Drink,Bought dumplings.
Food & Drink,Had dumplings for snacks.
Food & Drink,Had milk shake for snacks.
Grocery,Bought milk.
Food & Drink,Bought chicken gravy.
Food & Drink,Had tea for snacks.
Recurring,Paid professional tax.
Grocery,Bought cumin, black pepper & cinnamon.
Grocery,Bought tomatoes & ginger.
Entertainment,Fuled rahul’s bike.
Grocery,Bought milk.
Grocery,Bought paneer & milkshake.
Recurring,Paid AirTag debit EMI.
Transport,Came to office by toto.
Food & Drink,Had tea for snacks.
Grocery,Bought onion.
Grocery,Bought chicken.
Food & Drink,Had rooti for breakfast.
Grocery,Bought milk.
Entertainment,Refilled rahul’s bike.
Food & Drink,Bought chocolate.
Recurring,Paid rent to Swapna Neer.
Grocery,Bought milk & chocolate.
Recurring,Paid to Apple One family.
Grocery,Bought ramen.
Food & Drink,Had paratha for dinner.
Food & Drink,Had tea for snacks.
Food & Drink,Had paneer naan for lunch.
Food & Drink,Bought zomato gold for 6 months.
Grocery,Bought biscuits.
Food & Drink,Had tea for snacks.
Food & Drink,Bought gum.
Transport,Came office by toto.
Grocery,Bought tomatoes.
Grocery,Bought potatoes.
Grocery,Bought cauliflower & cabbage.
Grocery,Bought rice, daal, black pepper powder & cinnamon.
Food & Drink,Had tea for snacks.
Food & Drink,Had momos for snack.
Food & Drink,Had paneer naan.
Food & Drink,Had rooti for breakfast.
Recurring,Recharged sim card.
Food & Drink,Bought biriyani.
Food & Drink,Had momo & egg roll for snacks.
Grocery,Bought milk & paratha.
Grocery,Bought paneer masala.
Food & Drink,Had tea for snacks.
Food & Drink,Bought chicken gravy.
Transport,Came to marwari bhawan.
Food & Drink,Had tea for snacks.
Entertainment,Fuled rahul’s bike.
Gift & Donation,Paid for yadesh vaiyya’s gift.
Food & Drink,Had naan for lunch.
Grocery,Bought milk & khurma.
Grocery,Bought biscuits.
Grocery,Bought paneer & milk shake.
Recurring,Paid wifi bill.
Grocery,Bought milk & icecream.
Gift & Donation,Paid advance for potrait.
Food & Drink,Had tea for snacks.
Food & Drink,Had chat & bhel puri for snacks.
Food & Drink,Bought veg thali.
Food & Drink,Bought momos.
Medical,Bought pregnancy test.
Food & Drink,Had naan for lunch.
Transport,Came to office by Rapido.
Recurring,Recharged jio sim.
Gift & Donation,Send to gogo.
Transport,Came home by toto.
Transport,Bought bus ticket.
Transport,Came to bus stand by rapido.
Transport,Came home by rapido.
Food & Drink,Had lunch in darjeeling.
Entertainment,Booked hotel.
Food & Drink,Bought cake.
Medical,Bought wipes for dad.
Shopping,Bought pants for dad.
Food & Drink,Had momos.
Gift & Donation,Had hair & beard cut.
Food & Drink,Bought paneer.
Grocery,Bought milk.
Transport,Came to office by toto.
Grocery,Bought milk.
Grocery,Bought milk.
Grocery,Bought milk.
Food & Drink,Bought polo.
Food & Drink,Bought chicken.
Transport,Came to office by toto.
Grocery,Bought coriander powder.
Grocery,Bought tomatoes, ginger, lady fingers & peas.
Grocery,Bought milk.
Food & Drink,Bought paneer.
Grocery,Bought milk.
Grocery,Bought milk.
Gift & Donation,Donated to millap.
Transport,Came office by Toto.
Grocery,Bought bread.
Grocery,Bought milk.
Recurring,Paid professional tax.
Recurring,Paid AirTag debit EMI.
Transport,Came office by toto.
Food & Drink,Had aalo paratha for dinner.
Shopping,Booked bike from showroom.
Food & Drink,Had biriyani for lunch.
Recurring,Paid electricity bill for 80 units.
Recurring,Paid rent to Swapna Neer.
Transport,Came home by rapido.
Transport,Paid for bus ticket.
Transport,Paid driver for hospital visit.
Medical,Bought medicines for dad.
Recurring,Paid to Apple One family.
Food & Drink,Bought chicken bucket.
Medical,Paid for tests.
Medical,Bought medicines.
Food & Drink,Bought kachuri.
Grocery,Bought fruits.
Transport,Bought bus ticket.
Transport,Came to bus stand.
Food & Drink,Had momos & chicken roll.
Food & Drink,Bought cookies.
Transport,Came to market.
Transport,Came to bus stand.
Shopping,Bought maggie, milk & cleaning gel.
Transport,Paid parking fee.
Food & Drink,Had paratha for breakfast.
Grocery,Bought milk.
Grocery,Bought paneer.
Grocery,Bought milk.
Food & Drink,Bought cream roll.
Food & Drink,Bought vel puri.
Gift & Donation,Bought rose.
Food & Drink,Had tea for snacks.
Shopping,Bought tissue paper.
Food & Drink,Bought guava mix.
Shopping,Bought shoes.
Food & Drink,Had momo & chicken roll for snacks.
Grocery,Bought milk.
Gift & Donation,Paid for pratik’s gift.
Grocery,Bought milk pouch.
Grocery,Bought chicken.
Food & Drink,Bought guava mix.
Grocery,Bought milk pouch.
Food & Drink,Had tea for snacks.
Food & Drink,Had rooti & guava mix for lunch.
Grocery,Bought milk pouch.
Food & Drink,Bought samosas.
Food & Drink,Had coconut water.
Grocery,Bought bananas.
Food & Drink,bought samosa.
Grocery,Bought chicken.
Grocery,Bought onions & chillies.
Food & Drink,Had rooti for lunch.
Grocery,Bought fruit mix.
Food & Drink,Had egg roll for dinner.
Grocery,Bought milk pouch.
Food & Drink,Had chat for snacks.
Food & Drink,Had rooti for lunch.
Food & Drink,Bought guava mix.
Grocery,Bought bananas.
Grocery,Bought milk pouch.
Grocery,Bought eggs.
Medical,Bought protein powder.
Grocery,Bought paneer.
Grocery,Bought milk pouch.
Grocery,Bought potatoes, tomatoes & bananas.
Transport,Came to swapna neer by rapido.
Shopping,Bought body wash & loofah.
Transport,Bought bus ticket for coochbehar.
Transport,Came to goshala more from kerani para.
Food & Drink,Bought coke.
Food & Drink,Bought egg rolls.
Transport,Came to kerani para from goshala by toto.
Transport,Bought bus ticket for Jalpaiguri.
Transport,Came to nouka ghat by Rapido.
Food & Drink,Had children rice for lunch.
Food & Drink,Had chiken roll.
Food & Drink,Had momos for snacks.
Grocery,Bought milk pouch.
Food & Drink,Had dahi vada & rose milk.
Grocery,Bought milk pouch.
Food & Drink,had biryani for dinner.
Food & Drink,Had naan & paneer.
Business,Paid for pancard document shipment.
Grocery,Bought milk pouch.
Gift & Donation,Had hair & beard cut.
Medical,Bought medicines.
Grocery,Bought potato, onions & beans.
Food & Drink,Had pizza for dinner.
Grocery,Bought milk pouch.
Food & Drink,Had paneer rice for lunch.
Food & Drink,Had chicken rice.
Recurring,Paid rent to Swapna Neer.
Recurring,Paid electricity bill for 80 units.
Grocery,Bought milk pouch.
Food & Drink,Had tea for snacks.
Food & Drink,Had dahi vada.
Recurring,Paid AirTag debit EMI.
Medical,Paid for stool test.
Food & Drink,Had aalo paratha.
Grocery,Bought bread, milk & ice cream.
Recurring,Paid professional tax.
Food & Drink,Had rice for lunch.
Grocery,Bought milk pouch.
Food & Drink,Had fried rice & chicken for dinner.
Food & Drink,Had sandwich for lunch.
Food & Drink,Had idle for breakfast.
Medical,Blood & stool test.
Recurring,Paid to Apple One family.
Food & Drink,Bought chips & milk.
Food & Drink,Bought milk & ice cream.
Food & Drink,Had tea for snacks.
Grocery,Bought onions.
Grocery,Bought chicken.
Grocery,Bought rice & biscuit.
Food & Drink,Had morog polao for dinner.
Grocery,Bought milk pouch.
Food & Drink,Bought cake for snacks.
Grocery,Bought milk pouch.
Food & Drink,Had tea for snacks.
Food & Drink,Bought chocolate pastry.
Grocery,Bought milk & pickles.
Food & Drink,Bought chicken.
Food & Drink,Bought milk & icecream.
Business,Renewed nevidelia domain.
Grocery,Bought soya chunks.
Grocery,Bought milk, paratha & seviyan.
Grocery,Bought milk pouch.
Grocery,Bought milk pouch.
Grocery,Bought lemons.
Food & Drink,Bought coke.
Grocery,Bought chicken.
Grocery,Bought beans.
Grocery,Bought bananas.
Grocery,Bought nunia cheera.
Grocery,Bought milk & bread.
Gift & Donation,Bought flowers.
Food & Drink,Bought pastries.
Grocery,Bought drinking water.
Food & Drink,Bought chicken kebab.
Grocery,Bought milk pouch.
Shopping,Bought tissue paper.
Food & Drink,Had tea for snacks.
Food & Drink,Bought sweets & curd.
Grocery,Bought milk pouch.
Food & Drink,Bought panipuri for snacks.
Business,Paid for poster labour.
Grocery,Bought bananas.
Grocery,Bought milk & bread.
Transport,Came to office by Toto.
Grocery,Bought bread, milk & ramen.
Gift & Donation,Had hair & beard cut.
Food & Drink,Bought rasmalai.
Shopping,Bought mosquito repellent.
Grocery,Bought potatoes, onions, tomatoes & ginger.
Grocery,Bought chicken.
Grocery,Bought milk pouch.
Grocery,Bought daal.
Grocery,Bought bananas.
Grocery,Bought chillies.
Grocery,Bought milk pouch.
Food & Drink,Bought coke for snacks.
Food & Drink,Had tea for snacks.
Grocery,Bought onions, potatoes, lime & cucumber.
Grocery,Bought curd 400gms.
Grocery,Bought sugar & cumin.
Grocery,Bought milk pack.
Food & Drink,Had tea for snacks.
Food & Drink,Had paprichat for snacks.
Transport,Came to office by Toto.
Transport,Came to office by Toto.
Grocery,Bought bread & milk.
Food & Drink,Had jhalmuri for snacks.
Food & Drink,Had pineapple for snacks.
Food & Drink,Had dahi vada & rose milk for lunch.
Transport,Came to office by Rapido.
Transport,Came to terminus by Toto.
Gift & Donation,Gifted cash to Sougata.
Transport,Came to Kerani Para by Toto.
Transport,Bought bus ticket for Jalpaiguri.
Transport,Came to bus stand by Rapido.
Food & Drink,Bought icecream & milk.
Shopping,Bought serum & moisturiser.
Transport,Came to office by Rapido.
Food & Drink,Bought coolberg beer for snacks.
Recurring,Paid electricity bill for 106 units.
Grocery,Bought milk & semai for dinner.
Recurring,Paid professional tax.
Food & Drink,Bought curd for dessert.
Grocery,Bought half litre milk packet.
Food & Drink,Bought chicken roll & chowmein for snacks.
Recurring,Paid rent to Swapna Neer.
Grocery,Bought half litre milk packet.
Grocery,Bought four jahaji bananas.
Grocery,Bought potatoes, tomatoes, onions & lemons
Food & Drink,Bought paani puris for snacks.
Recurring,Paid AirTag debit EMI.
Grocery,bought small bread pack.
Grocery,Bought cinnamon, black pepper & star cardamom.
Grocery,Bought detergent & mentos.
Grocery,Bought half litre milk packet.
Grocery,Bought four jahaji bananas.
Recurring,Paid to Apple One family.
Food & Drink,Had aalo paratha & tea from cha khor.
Food & Drink,Had tea from KAC.
Food & Drink,Had tea from KAC.
Food & Drink,Had tea from KAC.
Recurring,Paid debit card annual fee.
Food & Drink,Had tea from KAC.
